_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3182388,324452310,23173343,99,2023-10-31T19:45:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,-80.05815333640635,40.504457377253146
3182389,323799289,23168090,0,2023-10-22T23:18:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.99204184514898,40.46535964895462
3182390,324202315,23170961,10,2023-10-27T17:55:00,"900 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,506,6,3,-79.95835490163549,40.45065736431898
3182391,324204813,23171064,0,2023-10-27T20:00:00,"1100 Block Harvard Cir Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708,1,1,-80.03144571999448,40.48449753142675
3182392,324208595,23171107,10,2023-10-27T21:08:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,901,7,2,-79.96110564832222,40.469425810563976
3182393,324209374,23171125,23,2023-10-27T21:42:00,"Virgin Way & Nash St Pittsburgh, PA 15212",Y,East Allegheny,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2304,1,1,-79.99814375640419,40.45361042435274
3182394,324211502,23167443,10,2023-10-21T18:02:00,"700 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1504,5,3,-79.93373923976941,40.40560986137165
3182395,324213772,23171251,10,2023-10-28T01:20:00,"46th St & Davison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment. / 5503 Disorderly Conduct. / 2707 Propulsion of Missiles ,902,7,2,-79.95649197937128,40.471157914851936
3182396,324420112,23173041,18,2023-10-31T10:05:00,"Kilday Way & E Lockhart St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2304,1,1,-79.99972387541392,40.45246142290711
3182397,324421721,23173091,17,2023-10-31T11:45:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3182398,324421758,23173104,6,2023-10-31T02:21:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2704,1,1,-80.02572602127425,40.4663049746871
3182399,324425650,23173060,18,2023-10-31T10:35:00,"Avery St & Nash St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs.,2304,1,1,-79.99805764567533,40.4533457534354
3182400,324443590,23173247,99,2023-10-31T16:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3182401,324450792,23173306,6,2023-10-30T09:00:00,"4100 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,7,2,-79.96411365905745,40.47152044786417
3182402,324454203,23173363,6,2023-10-31T20:24:00,"3400 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.9609006805401,40.43841907083526
3182403,324495052,23173652,99,2023-11-01T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3182404,323338101,23163943,24,2023-10-15T14:25:00,"6th Ave & Montour Way Pittsburgh, PA 15219",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-79.99723879544644,40.44128391156081
3182405,323341714,23164020,3,2023-10-15T18:15:00,"200 Block S Winebiddle St Pittsburgh, PA 15224",N,Bloomfield,5,ROBBERY,3701 Robbery.,809,7,2,-79.94325214592266,40.46453112637885
3182406,323403038,23164343,6,2023-10-15T12:30:00,"3200 Block Motor St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2018,2,5,-80.05530350817796,40.4579801655745
3182407,323427368,23164542,10,2023-10-16T17:40:00,"1200 Block Oakmont St Pittsburgh, PA 15205",N,Crafton Heights,6,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2815,,,,
3182408,323958539,23168998,0,2023-10-24T14:02:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,99,9093 Indirect Criminal Contempt,403,,,,
3182409,323962753,23169061,6,2023-10-24T16:05:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3182410,323967319,23169083,10,2023-10-24T16:45:00,"1500 Block Edgebrook Ave Pittsburgh, PA 15226",Y,Central Business District,6,SIMPLE ASSAULT,2701 Simple Assault.,3206,4,5,-80.00273319441386,40.401581118077544
3182411,323973885,23169076,6,2023-10-24T12:30:00,"600 Block Beaufort Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1917,4,5,-80.0146379475544,40.39956928322508
3182412,323981823,23169286,99,2023-10-24T23:19:00,"100 Block Wooster St Pittsburgh, PA 15219",N,Middle Hill,2,AIDED CASE,9497 Aided Case,501,,,,
3182413,323985673,23169296,0,2023-10-24T23:42:00,"2700 Block Custer Ave Pittsburgh, PA 15227",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,4,3,-79.97617327020423,40.39294157040254
3182414,324027972,23169505,27,2023-10-25T09:55:00,"Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,305,,,NaN,NaN
3182415,323339296,23163986,10,2023-10-15T16:30:00,"500 Block Suffolk St Pittsburgh, PA 15214",Y,Fineview,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2509,6,1,-80.00326182261674,40.467618994060466
3182416,323349967,23164041,10,2023-10-15T18:51:00,"Broad St & N Evaline St Pittsburgh, PA 15224",N,Garfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1017,9,2,-79.94081327764492,40.46623626774929
3182417,323356642,23164180,6,2023-10-16T00:59:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,6,3,-79.98502427770262,40.44148028364924
3182418,323357429,23163695,27,2023-10-15T00:31:00,"Birmingham Brg & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.97410384633729,40.42839345319705
3182419,323357781,23163737,27,2023-10-15T02:32:00,"Saw Mill Run Blvd & W Warrington Ave Pittsburgh, PA 15226",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1915,4,5,-80.01135958199896,40.41508188219915
3182420,324620600,23174472,99,2023-11-02T19:27:00,"2400 Block Edgar St Pittsburgh, PA 15210",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2904,4,3,-79.98379397739455,40.386345927842754
3182421,324621923,23172127,27,2023-10-30T14:15:00,"Mifflin Rd & Lebanon Rd Pittsburgh, PA 15207",N,Hays,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3101,5,3,-79.92552142980811,40.37959663283788
3182422,324625660,23171112,17,2023-10-26T11:08:00,Zone 1,N,,1,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3182423,324625916,23174573,14,2023-11-02T06:55:00,"300 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9489 Found Property,806,7,2,-79.93792684876074,40.46178571272699
3182424,324626374,23174533,99,2023-11-02T22:30:00,"1000 Block Constance St Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.99422286225301,40.457208654282304
3182425,324635873,23164326,3,2023-10-16T11:10:00,"Nash St & Lockhart St Pittsburgh, PA 15212",Y,East Allegheny,1,ROBBERY,3701 Robbery. / 3702 Robbery of Motor Vehicle. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,2304,1,1,-79.9978794897228,40.452814257752934
3182426,324673499,23174924,6,2023-11-03T14:05:00,"Bartlett St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.92288249885301,40.436029464735604
3182427,323333538,23163912,10,2023-10-15T11:00:00,"700 Block N St.Clair St NW Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,2709(a) Harassment.,1113,9,2,-79.92476509879951,40.469097696132025
3182428,323334276,23163931,0,2023-10-15T13:45:00,"4000 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.02273330391515,40.49048345254006
3182429,323339194,23164017,99,2023-10-15T17:44:00,"Station St & N Highland Ave Pittsburgh, PA 15206",N,Homewood North,5,FOUND PROPERTY,9489 Found Property,1301,9,2,-79.92382388700058,40.46376792164056
3182430,323350061,23164093,14,2023-10-15T08:00:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1113,9,2,-79.92625265625563,40.471511178884114
3182431,323482440,23164963,0,2023-10-17T13:00:00,"6900 Block Kelly St Pittsburgh, PA 15208",N,Homewood West,5,99,9993 PFA Service with Weapons Supplement,1207,9,2,-79.90436073674131,40.45719850413028
3182432,-3669000594,23173528,29,2023-11-01T04:33:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1016,9,2,-79.93738799846847,40.471784234564026
3182433,324463569,23173529,99,2023-11-01T04:42:00,"2300 Block Eccles St Pittsburgh, PA 15210",Y,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1608,3,3,-79.97426348624072,40.418144117718036
3182434,-3708000737,23173824,14,2023-11-01T11:15:00,"4300 Block Frank St Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1517,5,3,-79.93369734352787,40.42104938923241
3182435,323578521,23165340,10,2023-10-18T16:47:00,"5200 Block Broad St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1017,9,2,-79.9396111474675,40.46595136958109
3182436,323583818,23165697,18,2023-10-18T18:35:00,"2000 Block Wyandotte St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,305,6,3,-79.97759790381808,40.43826361769635
3182437,323659563,23166187,27,2023-10-19T14:30:00,"600 Block Avery St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,7,2,-79.93598828123683,40.48988361700245
3182438,323659640,23166188,27,2023-10-19T14:00:00,"1200 Block Hodgkiss St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704,1,1,-80.0268902150362,40.467676484943155
3182439,323659754,23166189,6,2023-10-19T14:00:00,"800 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2201,1,1,-80.01405943797234,40.452415273504435
3182440,323660090,23166222,0,2023-10-19T14:45:00,"4600 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,13(a)(12) Obtaining Cont. Subst. by Fraudulent Means,1414,,,,
3182441,323660962,23166260,11,2023-10-19T17:25:00,"5700 Block Bunkerhill St Pittsburgh, PA 15206",N,Highland Park,5,CREDIT CARDS,4106 Access Device Fraud,1102,7,2,-79.91943056366695,40.47928367143713
3182442,323661120,23166261,14,2023-10-19T17:00:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief.,103,6,3,-79.98380809701592,40.43835816009891
3182443,323716445,23166957,99,2023-10-20T14:15:00,"Darlington Rd & Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1408,5,3,-79.91924067589594,40.43712619984302
3182444,323755610,23167053,10,2023-10-21T01:04:00,"E Carson St & S 16th St Pittsburgh, PA 15203",N,South Side Flats,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2707 Propulsion of Missiles  / 3302 Causing or Risking Catastrophe.,1702,3,3,-79.98283134421928,40.42883742745596
3182445,324501380,23173637,99,2023-11-01T11:15:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,,,,
3182446,324536274,23173841,10,2023-11-01T17:15:00,"2100 Block White Hill Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,,,,
3182447,324651157,23174768,6,2023-11-03T10:00:00,"1500 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.02417989980968,40.41286578732425
3182448,324652949,23174776,10,2023-11-03T10:14:00,"900 Block Reservoir Dr Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific) / 3361  Driving Vehicle at Safe Speed.,1106,,,,
3182449,324654911,23174838,6,2023-11-03T10:30:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.96910613356309,40.426323038597566
3182450,324665820,23174880,6,2023-11-03T13:18:00,"200 Block Rinne St Pittsburgh, PA 15210",N,Arlington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1603,1,1,-79.99361351005419,40.46659027664096
3182451,324035462,23169589,6,2023-10-25T12:30:00,"Waterfront St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,,,NaN,NaN
3182452,324046128,23169656,6,2023-10-25T00:01:00,"1300 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,3206,4,5,-80.01084971264898,40.392270468816726
3182453,324047518,23169672,6,2023-10-25T16:08:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.00207710815553,40.44123639882767
3182454,324049010,23169704,6,2023-10-23T08:00:00,"300 Block Lawn St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,409,6,3,-79.96364787813594,40.43445176795407
3182455,324050593,23169715,27,2023-10-25T16:10:00,"West End Cir & West End Brg Pittsburgh, PA 15220",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.02820285200693,40.444211092774715
3182456,324051941,23169780,11,2023-10-25T18:30:00,"4300 Block Winterburn Ave Pittsburgh, PA 15207",N,Greenfield,4,CREDIT CARDS,4106 Access Device Fraud,1517,5,3,-79.94008100727704,40.42107325420916
3182457,324055211,23169774,10,2023-10-25T18:20:00,"60 Block Olive St Pittsburgh, PA 15214",Y,Fineview,1,HARRASSMENT,2709(a) Harassment.,2509,6,1,-80.00846790103517,40.46440031117287
3182458,324056717,23169830,27,2023-10-25T19:48:00,"300 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.95770638916257,40.438372088343165
3182459,324056732,23169816,27,2023-10-24T21:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,8,2,-79.92259331496999,40.46013933681722
3182460,324057324,23169839,6,2023-10-25T17:00:00,"100 Block Almond Way Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,901,,,,
3182461,324057420,23169838,11,2023-10-25T20:10:00,"4500 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,IDENTITY THEFT,4120 Identity Theft,507,8,3,-79.95304404664091,40.45139848911435
3182462,324060351,23169870,6,2023-10-25T20:55:00,"Northside Pittsburgh, PA 15212",N,South Oakland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,409,,,NaN,NaN
3182463,324064888,23169925,29,2023-10-25T18:15:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01454683255048,40.457016829237475
3182464,323382227,23164286,6,2023-10-16T09:30:00,"800 Block Wymore St Pittsburgh, PA 15220",N,Elliott,6,THEFT FROM AUTO,3934 Theft from Vehicle / 901 Criminal Attempt,2020,2,5,-80.04217917430283,40.4407837310399
3182465,323448912,23164722,10,2023-10-17T01:15:00,"4600 Block Liberty Ave Pittsburgh, PA 15224",Y,Bloomfield,5,SIMPLE ASSAULT,"2701 Simple Assault. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",903,7,2,-79.95088539549452,40.462410694767215
3182466,323502548,23165037,10,2023-10-17T11:15:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats.,709,8,2,-79.93645164728059,40.45657066874426
3182467,323537122,23164936,0,2023-10-17T11:59:00,"Eymard St & Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,99,3742 Accidents Involving Death or Personal Injury / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 1785 Proof of Financial Responsibility Following Accident.,1306,9,2,-79.8731437108462,40.460434643511455
3182468,323658456,23166290,6,2023-10-19T16:00:00,"200 Block Stratford Ave Pittsburgh, PA 15206",N,Friendship,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,807,7,2,-79.93282619775725,40.46210616710164
3182469,323658819,23166302,11,2023-10-19T15:00:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,IDENTITY THEFT,4120 Identity Theft,1114,9,2,-79.93580716136063,40.46542010348031
3182470,-3523004564,23167216,6,2023-10-21T11:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",103,6,6,-79.99459104985328,40.435334670473395
3182471,323740095,23167259,99,2023-10-21T11:30:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,MENTAL 201/302,9498 302 (Mental),2609,1,1,-80.00190476088557,40.479837220529895
3182472,323777352,23167794,6,2023-10-22T02:47:00,"90 Block Briggs St Pittsburgh, PA 15234",N,Overbrook,3,THEFT FROM AUTO,3934 Theft from Vehicle,3207,4,5,-80.00055144681936,40.38701646664512
3182473,324674125,23174919,5,2023-11-02T07:00:00,"7400 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.89074488768188,40.45900099766822
3182474,324674899,23174941,6,2023-11-02T00:01:00,"100 Block Blakey Ct Pittsburgh, PA 15213",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle,510,,,,
3182475,324676249,23174956,10,2023-11-02T20:24:00,"2400 Block Whited St Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2710 Ethnic Intimidation. / 2709 Harassment (Non-Specific),3206,4,5,-80.01260188420852,40.39459271383826
3182476,324676259,23174933,0,2023-11-03T15:00:00,"500 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1113,8,2,-79.92494548024085,40.453010595276815
3182477,324677877,23174984,11,2023-11-02T16:00:00,"2700 Block Queensboro Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT BY DECEPTION,3922 Theft by Deception.,1918,4,5,-80.01881798945931,40.39038630875168
3182478,324685410,23175075,27,2023-11-03T19:15:00,"300 Block Marlow St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,,,,
3182479,324686402,23168032,27,2023-10-22T20:36:00,"Sarah St & S 24th St Pittsburgh, PA 15203",Y,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.97143037193561,40.42729091014033
3182480,324688506,23175137,13,2023-11-03T21:21:00,"Frankstown Ave & Neuman Way Pittsburgh, PA 15221",Y,Homewood North,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1301,9,2,-79.88753701236806,40.45540749697775
